No;CoupleID;Yearsmar;Partnum;Gender_A;SelfPos_A;OtherPos_A;Satisfaction_A;Tension_A;SimHob_A;Gender_P;SelfPos_P;OtherPos_P;Satisfaction_P;Tension_P;SimHob_P;Gender;COtherPos_A;COtherPos_P;CTension_A;CTension_P
167;331;-5.964;1;Wife;4.6;4.2;3.833333333;3.5;0;MALE;4;4.4;3.666666667;2;0;Wife                    ;-0.0635;0.1365;1.0693;-0.4307
168;331;-5.964;2;Husband;4;4.4;3.666666667;2;0;FEMALE;4.6;4.2;3.833333333;3.5;0;Husband                 ;0.1365;-0.0635;-0.4307;1.0693
169;334;4.619333333;1;Wife;4.4;4.2;3.666666667;1.5;0;MALE;4.4;4.8;3.5;2.5;-1;Wife                    ;-0.0635;0.5365;-0.9307;0.0693
170;334;4.619333333;2;Husband;4.4;4.8;3.5;2.5;-1;FEMALE;4.4;4.2;3.666666667;1.5;0;Husband                 ;0.5365;-0.0635;0.0693;-0.9307
171;339;5.786;1;Wife;4.2;4.8;4;1.5;1;MALE;4.6;5;4;1.5;0;Wife                    ;0.5365;0.7365;-0.9307;-0.9307
172;339;5.786;2;Husband;4.6;5;4;1.5;0;FEMALE;4.2;4.8;4;1.5;1;Husband                 ;0.7365;0.5365;-0.9307;-0.9307
173;344;5.786;1;Wife;4.4;4;4;2;0;MALE;4;4.4;3.666666667;3;0;Wife                    ;-0.2635;0.1365;-0.4307;0.5693
174;344;5.786;2;Husband;4;4.4;3.666666667;3;0;FEMALE;4.4;4;4;2;0;Husband                 ;0.1365;-0.2635;0.5693;-0.4307
175;346;4.536;1;Wife;4.6;5;3.833333333;2;0;MALE;4.4;5;4;2.5;0;Wife                    ;0.7365;0.7365;-0.4307;0.0693
176;346;4.536;2;Husband;4.4;5;4;2.5;0;FEMALE;4.6;5;3.833333333;2;0;Husband                 ;0.7365;0.7365;0.0693;-0.4307
177;349;-10.38066667;1;Wife;4.6;4.2;3.166666667;4;1;MALE;4.2;4.2;2.833333333;3;1;Wife                    ;-0.0635;-0.0635;1.5693;0.5693
178;349;-10.38066667;2;Husband;4.2;4.2;2.833333333;3;1;FEMALE;4.6;4.2;3.166666667;4;1;Husband                 ;-0.0635;-0.0635;0.5693;1.5693
179;351;9.369333333;1;Wife;4;4.6;4;2.5;1;MALE;3.8;4.4;4;1.5;0;Wife                    ;0.3365;0.1365;0.0693;-0.9307
180;351;9.369333333;2;Husband;3.8;4.4;4;1.5;0;FEMALE;4;4.6;4;2.5;1;Husband                 ;0.1365;0.3365;-0.9307;0.0693
181;352;-3.297333333;1;Wife;4.2;4.8;2.833333333;3.5;0;MALE;4;3.4;2.833333333;3.5;-1;Wife                    ;0.5365;-0.8635;1.0693;1.0693
182;352;-3.297333333;2;Husband;4;3.4;2.833333333;3.5;-1;FEMALE;4.2;4.8;2.833333333;3.5;0;Husband                 ;-0.8635;0.5365;1.0693;1.0693
183;357;9.036;1;Wife;3.6;3.6;1.5;3.5;0;MALE;4.4;4.8;2.666666667;3;0;Wife                    ;-0.6635;0.5365;1.0693;0.5693
184;357;9.036;2;Husband;4.4;4.8;2.666666667;3;0;FEMALE;3.6;3.6;1.5;3.5;0;Husband                 ;0.5365;-0.6635;0.5693;1.0693
185;361;5.119333333;1;Wife;4.2;4;3.333333333;2.5;0;MALE;3.8;3.8;3.5;2.5;0;Wife                    ;-0.2635;-0.4635;0.0693;0.0693
186;361;5.119333333;2;Husband;3.8;3.8;3.5;2.5;0;FEMALE;4.2;4;3.333333333;2.5;0;Husband                 ;-0.4635;-0.2635;0.0693;0.0693
187;366;-7.964;1;Wife;4;4.6;4;2;0;MALE;3.8;4.2;3.833333333;2.5;1;Wife                    ;0.3365;-0.0635;-0.4307;0.0693
188;366;-7.964;2;Husband;3.8;4.2;3.833333333;2.5;1;FEMALE;4;4.6;4;2;0;Husband                 ;-0.0635;0.3365;0.0693;-0.4307
189;370;-1.547333333;1;Wife;5;4.4;3.833333333;3;0;MALE;5;4.6;3.333333333;2.5;0;Wife                    ;0.1365;0.3365;0.5693;0.0693
190;370;-1.547333333;2;Husband;5;4.6;3.333333333;2.5;0;FEMALE;5;4.4;3.833333333;3;0;Husband                 ;0.3365;0.1365;0.0693;0.5693
191;372;0.202666667;1;Wife;4.6;2.8;2.5;4;0;MALE;4;4.4;3.166666667;2.5;0;Wife                    ;-1.4635;0.1365;1.5693;0.0693
192;372;0.202666667;2;Husband;4;4.4;3.166666667;2.5;0;FEMALE;4.6;2.8;2.5;4;0;Husband                 ;0.1365;-1.4635;0.0693;1.5693
193;375;-2.130666667;1;Wife;4.2;3.6;4;1.5;0;MALE;4.2;4.2;3.666666667;2;0;Wife                    ;-0.6635;-0.0635;-0.9307;-0.4307
194;375;-2.130666667;2;Husband;4.2;4.2;3.666666667;2;0;FEMALE;4.2;3.6;4;1.5;0;Husband                 ;-0.0635;-0.6635;-0.4307;-0.9307
195;382;-3.297333333;1;Wife;3.8;3.6;2.833333333;4;0;MALE;4;5;3.666666667;2;-1;Wife                    ;-0.6635;0.7365;1.5693;-0.4307
196;382;-3.297333333;2;Husband;4;5;3.666666667;2;-1;FEMALE;3.8;3.6;2.833333333;4;0;Husband                 ;0.7365;-0.6635;-0.4307;1.5693
197;384;4.036;1;Wife;4.6;4.2;3.166666667;3;-1;MALE;4;3.8;2.5;3;0;Wife                    ;-0.0635;-0.4635;0.5693;0.5693
198;384;4.036;2;Husband;4;3.8;2.5;3;0;FEMALE;4.6;4.2;3.166666667;3;-1;Husband                 ;-0.4635;-0.0635;0.5693;0.5693
199;385;-0.214;1;Wife;4.6;4.6;3.666666667;2.5;0;MALE;3.8;4;4;2;0;Wife                    ;0.3365;-0.2635;0.0693;-0.4307
200;385;-0.214;2;Husband;3.8;4;4;2;0;FEMALE;4.6;4.6;3.666666667;2.5;0;Husband                 ;-0.2635;0.3365;-0.4307;0.0693
201;386;-3.214;1;Wife;4.2;3.8;3.666666667;2.5;0;MALE;4.2;4.2;3.666666667;2;-1;Wife                    ;-0.4635;-0.0635;0.0693;-0.4307
202;386;-3.214;2;Husband;4.2;4.2;3.666666667;2;-1;FEMALE;4.2;3.8;3.666666667;2.5;0;Husband                 ;-0.0635;-0.4635;-0.4307;0.0693
203;388;-1.130666667;1;Wife;4.2;4.6;4;2.5;0;MALE;4;4.2;4;2.5;-1;Wife                    ;0.3365;-0.0635;0.0693;0.0693
204;388;-1.130666667;2;Husband;4;4.2;4;2.5;-1;FEMALE;4.2;4.6;4;2.5;0;Husband                 ;-0.0635;0.3365;0.0693;0.0693
205;390;0.119333333;1;Wife;4.2;4.6;3.166666667;2.5;0;MALE;4.6;3.6;3.833333333;2;0;Wife                    ;0.3365;-0.6635;0.0693;-0.4307
206;390;0.119333333;2;Husband;4.6;3.6;3.833333333;2;0;FEMALE;4.2;4.6;3.166666667;2.5;0;Husband                 ;-0.6635;0.3365;-0.4307;0.0693
207;391;-0.964;1;Wife;5;5;4;2.5;1;MALE;3.8;5;4;2;0;Wife                    ;0.7365;0.7365;0.0693;-0.4307
208;391;-0.964;2;Husband;3.8;5;4;2;0;FEMALE;5;5;4;2.5;1;Husband                 ;0.7365;0.7365;-0.4307;0.0693
209;392;0.369333333;1;Wife;4;3.8;4;1.5;0;MALE;3.2;4;3.833333333;2;0;Wife                    ;-0.4635;-0.2635;-0.9307;-0.4307
210;392;0.369333333;2;Husband;3.2;4;3.833333333;2;0;FEMALE;4;3.8;4;1.5;0;Husband                 ;-0.2635;-0.4635;-0.4307;-0.9307
211;394;-2.797333333;1;Wife;5;4;4;2;0;MALE;4.4;5;3.833333333;3;-1;Wife                    ;-0.2635;0.7365;-0.4307;0.5693
212;394;-2.797333333;2;Husband;4.4;5;3.833333333;3;-1;FEMALE;5;4;4;2;0;Husband                 ;0.7365;-0.2635;0.5693;-0.4307
213;395;0.036;1;Wife;4.4;4.2;4;2;-1;MALE;4;3.8;4;2.5;-1;Wife                    ;-0.0635;-0.4635;-0.4307;0.0693
214;395;0.036;2;Husband;4;3.8;4;2.5;-1;FEMALE;4.4;4.2;4;2;-1;Husband                 ;-0.4635;-0.0635;0.0693;-0.4307
215;396;1.369333333;1;Wife;4.4;4;4;2;0;MALE;4;5;4;2;1;Wife                    ;-0.2635;0.7365;-0.4307;-0.4307
216;396;1.369333333;2;Husband;4;5;4;2;1;FEMALE;4.4;4;4;2;0;Husband                 ;0.7365;-0.2635;-0.4307;-0.4307
217;398;-3.297333333;1;Wife;4.4;4.2;3.666666667;3;0;MALE;4.6;4.8;3.833333333;3;0;Wife                    ;-0.0635;0.5365;0.5693;0.5693
218;398;-3.297333333;2;Husband;4.6;4.8;3.833333333;3;0;FEMALE;4.4;4.2;3.666666667;3;0;Husband                 ;0.5365;-0.0635;0.5693;0.5693
219;399;-4.047333333;1;Wife;4.2;4.4;2.666666667;4;-1;MALE;4;3.8;2.5;3.5;0;Wife                    ;0.1365;-0.4635;1.5693;1.0693
220;399;-4.047333333;2;Husband;4;3.8;2.5;3.5;0;FEMALE;4.2;4.4;2.666666667;4;-1;Husband                 ;-0.4635;0.1365;1.0693;1.5693
221;401;-3.797333333;1;Wife;4;4.6;3.5;2.5;1;MALE;4;4.4;4;3;-1;Wife                    ;0.3365;0.1365;0.0693;0.5693
222;401;-3.797333333;2;Husband;4;4.4;4;3;-1;FEMALE;4;4.6;3.5;2.5;1;Husband                 ;0.1365;0.3365;0.5693;0.0693
223;402;-4.380666667;1;Wife;3.8;4.2;3.5;2.5;1;MALE;4.2;4.2;3.666666667;2.5;1;Wife                    ;-0.0635;-0.0635;0.0693;0.0693
224;402;-4.380666667;2;Husband;4.2;4.2;3.666666667;2.5;1;FEMALE;3.8;4.2;3.5;2.5;1;Husband                 ;-0.0635;-0.0635;0.0693;0.0693
225;408;-4.130666667;1;Wife;4.4;4.6;4;3;1;MALE;4.2;4.4;3.666666667;2.5;0;Wife                    ;0.3365;0.1365;0.5693;0.0693
226;408;-4.130666667;2;Husband;4.2;4.4;3.666666667;2.5;0;FEMALE;4.4;4.6;4;3;1;Husband                 ;0.1365;0.3365;0.0693;0.5693
227;410;-1.047333333;1;Wife;4.2;4.2;4;3;0;MALE;4.2;4.6;3.833333333;1.5;0;Wife                    ;-0.0635;0.3365;0.5693;-0.9307
228;410;-1.047333333;2;Husband;4.2;4.6;3.833333333;1.5;0;FEMALE;4.2;4.2;4;3;0;Husband                 ;0.3365;-0.0635;-0.9307;0.5693
229;412;-3.130666667;1;Wife;4.2;3.8;3.5;3.5;0;MALE;3.8;4.2;3.666666667;2;1;Wife                    ;-0.4635;-0.0635;1.0693;-0.4307
230;412;-3.130666667;2;Husband;3.8;4.2;3.666666667;2;1;FEMALE;4.2;3.8;3.5;3.5;0;Husband                 ;-0.0635;-0.4635;-0.4307;1.0693
231;415;-8.214;1;Wife;3.8;3.4;2.333333333;3;0;MALE;3.2;3.4;3;3;0;Wife                    ;-0.8635;-0.8635;0.5693;0.5693
232;415;-8.214;2;Husband;3.2;3.4;3;3;0;FEMALE;3.8;3.4;2.333333333;3;0;Husband                 ;-0.8635;-0.8635;0.5693;0.5693
233;416;-2.964;1;Wife;4;4.8;3;2.5;0;MALE;4.6;4;3.666666667;1;-1;Wife                    ;0.5365;-0.2635;0.0693;-1.4307
234;416;-2.964;2;Husband;4.6;4;3.666666667;1;-1;FEMALE;4;4.8;3;2.5;0;Husband                 ;-0.2635;0.5365;-1.4307;0.0693
235;417;2.786;1;Wife;4.6;3.2;3.166666667;2;-1;MALE;4.4;4.4;3.166666667;2;0;Wife                    ;-1.0635;0.1365;-0.4307;-0.4307
236;417;2.786;2;Husband;4.4;4.4;3.166666667;2;0;FEMALE;4.6;3.2;3.166666667;2;-1;Husband                 ;0.1365;-1.0635;-0.4307;-0.4307
237;418;-2.964;1;Wife;4;4.8;4;2;0;MALE;3.6;5;4;2;0;Wife                    ;0.5365;0.7365;-0.4307;-0.4307
238;418;-2.964;2;Husband;3.6;5;4;2;0;FEMALE;4;4.8;4;2;0;Husband                 ;0.7365;0.5365;-0.4307;-0.4307
239;419;-9.297333333;1;Wife;4.6;4;3.833333333;3;0;MALE;3.8;4.4;3.333333333;2.5;0;Wife                    ;-0.2635;0.1365;0.5693;0.0693
240;419;-9.297333333;2;Husband;3.8;4.4;3.333333333;2.5;0;FEMALE;4.6;4;3.833333333;3;0;Husband                 ;0.1365;-0.2635;0.0693;0.5693
241;420;9.036;1;Wife;4;3.2;2.833333333;2.5;0;MALE;3.6;3.4;2.5;3.5;0;Wife                    ;-1.0635;-0.8635;0.0693;1.0693
242;420;9.036;2;Husband;3.6;3.4;2.5;3.5;0;FEMALE;4;3.2;2.833333333;2.5;0;Husband                 ;-0.8635;-1.0635;1.0693;0.0693
243;421;-0.047333333;1;Wife;4.4;3.6;3.666666667;2.5;1;MALE;4;4.4;4;2.5;0;Wife                    ;-0.6635;0.1365;0.0693;0.0693
244;421;-0.047333333;2;Husband;4;4.4;4;2.5;0;FEMALE;4.4;3.6;3.666666667;2.5;1;Husband                 ;0.1365;-0.6635;0.0693;0.0693
245;426;2.119333333;1;Wife;4;3.2;3.333333333;1.5;0;MALE;4.6;3.8;3;3;-1;Wife                    ;-1.0635;-0.4635;-0.9307;0.5693
246;426;2.119333333;2;Husband;4.6;3.8;3;3;-1;FEMALE;4;3.2;3.333333333;1.5;0;Husband                 ;-0.4635;-1.0635;0.5693;-0.9307
247;429;2.702666667;1;Wife;4.8;4.4;3.666666667;3;0;MALE;4;4.8;4;2.5;1;Wife                    ;0.1365;0.5365;0.5693;0.0693
248;429;2.702666667;2;Husband;4;4.8;4;2.5;1;FEMALE;4.8;4.4;3.666666667;3;0;Husband                 ;0.5365;0.1365;0.0693;0.5693
249;430;-5.047333333;1;Wife;4.2;3.6;2.333333333;3;-1;MALE;4.4;4;3.833333333;2.5;-1;Wife                    ;-0.6635;-0.2635;0.5693;0.0693
250;430;-5.047333333;2;Husband;4.4;4;3.833333333;2.5;-1;FEMALE;4.2;3.6;2.333333333;3;-1;Husband                 ;-0.2635;-0.6635;0.0693;0.5693
251;431;2.702666667;1;Wife;3.8;3.6;3;3;0;MALE;4;3.8;2.5;3.5;0;Wife                    ;-0.6635;-0.4635;0.5693;1.0693
252;431;2.702666667;2;Husband;4;3.8;2.5;3.5;0;FEMALE;3.8;3.6;3;3;0;Husband                 ;-0.4635;-0.6635;1.0693;0.5693
253;434;-4.464;1;Wife;4.8;5;3.833333333;2.5;1;MALE;3.6;4;3.666666667;2.5;0;Wife                    ;0.7365;-0.2635;0.0693;0.0693
254;434;-4.464;2;Husband;3.6;4;3.666666667;2.5;0;FEMALE;4.8;5;3.833333333;2.5;1;Husband                 ;-0.2635;0.7365;0.0693;0.0693
255;436;0.036;1;Wife;4.2;4;4;2;1;MALE;3.8;4;3.666666667;3;0;Wife                    ;-0.2635;-0.2635;-0.4307;0.5693
256;436;0.036;2;Husband;3.8;4;3.666666667;3;0;FEMALE;4.2;4;4;2;1;Husband                 ;-0.2635;-0.2635;0.5693;-0.4307
257;438;-1.130666667;1;Wife;4.6;3.8;3.833333333;3;0;MALE;4.2;4.6;4;2.5;1;Wife                    ;-0.4635;0.3365;0.5693;0.0693
258;438;-1.130666667;2;Husband;4.2;4.6;4;2.5;1;FEMALE;4.6;3.8;3.833333333;3;0;Husband                 ;0.3365;-0.4635;0.0693;0.5693
259;441;0.119333333;1;Wife;3.4;4.4;4;3;0;MALE;4.8;4;4;2;0;Wife                    ;0.1365;-0.2635;0.5693;-0.4307
260;441;0.119333333;2;Husband;4.8;4;4;2;0;FEMALE;3.4;4.4;4;3;0;Husband                 ;-0.2635;0.1365;-0.4307;0.5693
261;446;-9.964;1;Wife;4.8;5;4;1.5;1;MALE;4.2;4.2;4;2;1;Wife                    ;0.7365;-0.0635;-0.9307;-0.4307
262;446;-9.964;2;Husband;4.2;4.2;4;2;1;FEMALE;4.8;5;4;1.5;1;Husband                 ;-0.0635;0.7365;-0.4307;-0.9307
263;448;2.036;1;Wife;4.4;4.2;3.833333333;3;-1;MALE;4.4;5;4;3;-1;Wife                    ;-0.0635;0.7365;0.5693;0.5693
264;448;2.036;2;Husband;4.4;5;4;3;-1;FEMALE;4.4;4.2;3.833333333;3;-1;Husband                 ;0.7365;-0.0635;0.5693;0.5693
265;451;1.036;1;Wife;3.6;4;4;2.5;1;MALE;4.4;3.8;3.833333333;2.5;0;Wife                    ;-0.2635;-0.4635;0.0693;0.0693
266;451;1.036;2;Husband;4.4;3.8;3.833333333;2.5;0;FEMALE;3.6;4;4;2.5;1;Husband                 ;-0.4635;-0.2635;0.0693;0.0693
267;453;-3.047333333;1;Wife;4.4;4.6;4;2;1;MALE;4.4;5;4;2;1;Wife                    ;0.3365;0.7365;-0.4307;-0.4307
268;453;-3.047333333;2;Husband;4.4;5;4;2;1;FEMALE;4.4;4.6;4;2;1;Husband                 ;0.7365;0.3365;-0.4307;-0.4307
269;454;-6.297333333;1;Wife;4.2;3.8;4;2;1;MALE;4.4;4.4;4;2.5;0;Wife                    ;-0.4635;0.1365;-0.4307;0.0693
270;454;-6.297333333;2;Husband;4.4;4.4;4;2.5;0;FEMALE;4.2;3.8;4;2;1;Husband                 ;0.1365;-0.4635;0.0693;-0.4307
271;457;8.119333333;1;Wife;4.4;3.4;2.666666667;3.5;0;MALE;4;3.2;1.166666667;3.5;-1;Wife                    ;-0.8635;-1.0635;1.0693;1.0693
272;457;8.119333333;2;Husband;4;3.2;1.166666667;3.5;-1;FEMALE;4.4;3.4;2.666666667;3.5;0;Husband                 ;-1.0635;-0.8635;1.0693;1.0693
273;461;-1.630666667;1;Wife;4;4;3.5;3;1;MALE;4.4;3.6;3.833333333;3;0;Wife                    ;-0.2635;-0.6635;0.5693;0.5693
274;461;-1.630666667;2;Husband;4.4;3.6;3.833333333;3;0;FEMALE;4;4;3.5;3;1;Husband                 ;-0.6635;-0.2635;0.5693;0.5693
275;464;-8.964;1;Wife;4.4;4.6;3;3.5;0;MALE;4;4.4;2.833333333;3.5;-1;Wife                    ;0.3365;0.1365;1.0693;1.0693
276;464;-8.964;2;Husband;4;4.4;2.833333333;3.5;-1;FEMALE;4.4;4.6;3;3.5;0;Husband                 ;0.1365;0.3365;1.0693;1.0693
277;465;-10.04733333;1;Wife;4.6;4;3.166666667;3;0;MALE;4.2;4.4;4;1;-1;Wife                    ;-0.2635;0.1365;0.5693;-1.4307
278;465;-10.04733333;2;Husband;4.2;4.4;4;1;-1;FEMALE;4.6;4;3.166666667;3;0;Husband                 ;0.1365;-0.2635;-1.4307;0.5693
279;467;5.952666667;1;Wife;4.6;4.4;3.5;3;0;MALE;4.2;5;3.833333333;1;0;Wife                    ;0.1365;0.7365;0.5693;-1.4307
280;467;5.952666667;2;Husband;4.2;5;3.833333333;1;0;FEMALE;4.6;4.4;3.5;3;0;Husband                 ;0.7365;0.1365;-1.4307;0.5693
281;469;-1.964;1;Wife;4.4;5;4;2.5;0;MALE;3.8;4.4;3.666666667;2.5;1;Wife                    ;0.7365;0.1365;0.0693;0.0693
282;469;-1.964;2;Husband;3.8;4.4;3.666666667;2.5;1;FEMALE;4.4;5;4;2.5;0;Husband                 ;0.1365;0.7365;0.0693;0.0693
283;470;-3.964;1;Wife;4.2;4.8;4;1.5;1;MALE;3.8;4;3.333333333;2.5;0;Wife                    ;0.5365;-0.2635;-0.9307;0.0693
284;470;-3.964;2;Husband;3.8;4;3.333333333;2.5;0;FEMALE;4.2;4.8;4;1.5;1;Husband                 ;-0.2635;0.5365;0.0693;-0.9307
285;472;-1.380666667;1;Wife;4.2;4.6;4;2.5;1;MALE;3.6;4;4;2;1;Wife                    ;0.3365;-0.2635;0.0693;-0.4307
286;472;-1.380666667;2;Husband;3.6;4;4;2;1;FEMALE;4.2;4.6;4;2.5;1;Husband                 ;-0.2635;0.3365;-0.4307;0.0693
287;474;-3.380666667;1;Wife;4.4;3.6;2.666666667;3;1;MALE;4;4;2.833333333;2.5;0;Wife                    ;-0.6635;-0.2635;0.5693;0.0693
288;474;-3.380666667;2;Husband;4;4;2.833333333;2.5;0;FEMALE;4.4;3.6;2.666666667;3;1;Husband                 ;-0.2635;-0.6635;0.0693;0.5693
289;478;-6.880666667;1;Wife;4.4;4.6;3.166666667;3.5;-1;MALE;4;4.4;3.5;2.5;0;Wife                    ;0.3365;0.1365;1.0693;0.0693
290;478;-6.880666667;2;Husband;4;4.4;3.5;2.5;0;FEMALE;4.4;4.6;3.166666667;3.5;-1;Husband                 ;0.1365;0.3365;0.0693;1.0693
291;481;7.036;1;Wife;3.8;3.4;3.666666667;3.5;0;MALE;4;3.8;3.833333333;3;0;Wife                    ;-0.8635;-0.4635;1.0693;0.5693
292;481;7.036;2;Husband;4;3.8;3.833333333;3;0;FEMALE;3.8;3.4;3.666666667;3.5;0;Husband                 ;-0.4635;-0.8635;0.5693;1.0693
293;483;-2.797333333;1;Wife;4.6;4.4;4;2.5;1;MALE;4;4.4;3.833333333;1.5;1;Wife                    ;0.1365;0.1365;0.0693;-0.9307
294;483;-2.797333333;2;Husband;4;4.4;3.833333333;1.5;1;FEMALE;4.6;4.4;4;2.5;1;Husband                 ;0.1365;0.1365;-0.9307;0.0693
295;485;4.286;1;Wife;4.8;4.6;3.166666667;2.5;0;MALE;4.6;3;3.333333333;1.5;-1;Wife                    ;0.3365;-1.2635;0.0693;-0.9307
296;485;4.286;2;Husband;4.6;3;3.333333333;1.5;-1;FEMALE;4.8;4.6;3.166666667;2.5;0;Husband                 ;-1.2635;0.3365;-0.9307;0.0693
